	-71.9095762	-41.3616245
	-71.9083746	-41.3624619
	-71.9057138	-41.3629128
	-71.9018514	-41.3624619
	-71.8994482	-41.3638791
	-71.8956716	-41.3658116
	-71.8922384	-41.3665202
	-71.8897493	-41.3684526
	-71.8894918	-41.3709003
	-71.8902643	-41.3727038
	-71.8885477	-41.3765038
	-71.8872602	-41.37908
	-71.8839986	-41.3816561
	-71.8798788	-41.3830729
	-71.8788488	-41.3841033
	-71.8760164	-41.388933
	-71.8729265	-41.3921526
	-71.8691499	-41.3960803
	-71.8659742	-41.3997502
	-71.8675191	-41.4029692
	-71.8694074	-41.4058663
	-71.8708665	-41.4089563
	-71.8712957	-41.4104368
	-71.8672617	-41.4146209
	-71.8663175	-41.4170668
	-71.8662317	-41.4197701
	-71.8633134	-41.4222159
	-71.8595369	-41.4238249
	-71.8539579	-41.42582
	-71.8472631	-41.4285873
	-71.8421991	-41.4291021
	-71.8380792	-41.430904
	-71.8360193	-41.4334137
	-71.8360397	-41.4348976
	-71.8363626	-41.4363737
	-71.8378235	-41.4387289
	-71.8384889	-41.4394293
	-71.8386446	-41.4397265
	-71.8386163	-41.4403951
	-71.8334444	-41.4437088
	-71.8341852	-41.4440245
	-71.8368184	-41.4448204
	-71.8393667	-41.4476333
	-71.8406407	-41.449309
	-71.8413408	-41.4511717
	-71.8424566	-41.4550958
	-71.8428857	-41.4599845
	-71.8423708	-41.462879
	-71.8361051	-41.4664808
	-71.8368776	-41.4712401
	-71.8372572	-41.4719676
	-71.837243	-41.4737072
	-71.8368776	-41.4753559
	-71.8363228	-41.4768256
	-71.8343027	-41.4777996
	-71.8289812	-41.4799859
	-71.8355901	-41.4861588
	-71.8372209	-41.4903379
	-71.8413374	-41.4937507
	-71.8422151	-41.4943445
	-71.8423284	-41.4946732
	-71.8420877	-41.4949701
	-71.8405771	-41.4962102
	-71.8396244	-41.4971756
	-71.8423708	-41.4987598
	-71.8432202	-41.4987555
	-71.8441546	-41.4986389
	-71.8468302	-41.4980875
	-71.8477221	-41.4982466
	-71.8483875	-41.4985541
	-71.8485715	-41.4989782
	-71.8485149	-41.4993917
	-71.8479061	-41.5005156
	-71.8460799	-41.5026043
	-71.8460233	-41.5033358
	-71.845804	-41.5040952
	-71.8454853	-41.504852
	-71.84482	-41.5056683
	-71.8460399	-41.5070027
	-71.8465901	-41.5076465
	-71.8470198	-41.5081999
	-71.8481973	-41.5102531
	-71.8485583	-41.5106521
	-71.8489278	-41.5111089
	-71.8497271	-41.5132006
	-71.8505694	-41.5137091
	-71.8508914	-41.5148813
	-71.8481733	-41.5195454
	-71.8480356	-41.5215768
	-71.8476923	-41.5235689
	-71.847055	-41.5253325
