	-62.3424597	-24.1089858
	-62.3424513	-24.0805949
	-62.3422769	-23.495193
	-62.3419704	-22.4592242
	-62.3403149	-22.4599689
	-62.339794	-22.4604107
	-62.3395432	-22.460776
	-62.3392282	-22.4616256
	-62.3394299	-22.4626388
	-62.3402967	-22.4636779
	-62.3408868	-22.4653773
	-62.3413289	-22.4674732
	-62.341419	-22.4699321
	-62.3414383	-22.4732572
	-62.3414748	-22.4755455
	-62.3412945	-22.4773556
	-62.3407881	-22.4788447
	-62.3402088	-22.4800006
	-62.3392095	-22.4811394
	-62.3374006	-22.4818096
	-62.3358622	-22.4816447
	-62.3347935	-22.4808242
	-62.3336498	-22.4796504
	-62.33221	-22.4774991
	-62.3305743	-22.4745719
	-62.3294398	-22.4729287
	-62.3281223	-22.4717907
	-62.3270559	-22.4714139
	-62.32592	-22.4718211
	-62.3252277	-22.4725362
	-62.3247728	-22.4736744
	-62.3245497	-22.4754826
	-62.3247728	-22.4771839
	-62.3258178	-22.479916
	-62.3257983	-22.481104
	-62.325483	-22.4822894
	-62.3250688	-22.4833048
	-62.3242466	-22.4841005
	-62.3207495	-22.48588
	-62.3167455	-22.4868614
	-62.3127994	-22.4875255
	-62.3095765	-22.4878228
	-62.3060467	-22.4878111
	-62.3034179	-22.4874288
	-62.3008968	-22.4865877
	-62.2993605	-22.4852059
	-62.2982082	-22.4836535
	-62.297352	-22.4809253
	-62.2949839	-22.4766923
	-62.2935904	-22.474779
	-62.291717	-22.4730341
	-62.2905648	-22.4727566
	-62.2897837	-22.4731927
	-62.2872591	-22.4774855
	-62.2865725	-22.4803406
	-62.2845158	-22.4921887
	-62.2854449	-22.496128
	-62.2870156	-22.5008759
	-62.287243	-22.5038476
	-62.2846145	-22.5070273
	-62.2842348	-22.5099631
	-62.2926396	-22.514435
	-62.2964058	-22.5157926
	-62.2976503	-22.5175251
	-62.2963199	-22.5191228
	-62.2923886	-22.5205739
	-62.2872591	-22.523002
	-62.2815943	-22.5245876
	-62.274956	-22.5230462
	-62.2724694	-22.5203776
	-62.2674506	-22.5193588
	-62.2650343	-22.5194975
	-62.2614832	-22.5200763
	-62.2572882	-22.5201041
	-62.254591	-22.5210931
	-62.2536135	-22.5244291
	-62.2534867	-22.5316392
	-62.2511741	-22.5356041
	-62.2495569	-22.5357264
	-62.2473941	-22.5363309
	-62.2443342	-22.5385922
	-62.2374356	-22.5424965
	-62.2313888	-22.5438421
	-62.2280091	-22.5442821
	-62.2255994	-22.5465314
	-62.2251531	-22.5488144
	-62.2245374	-22.5531682
	-62.2246618	-22.55556
	-62.2249172	-22.557397
	-62.2253292	-22.5602208
	-62.2274728	-22.5622736
	-62.2335646	-22.5649923
	-62.2372768	-22.567057
	-62.2387531	-22.5694288
	-62.2393603	-22.5719511
	-62.2400813	-22.5732945
	-62.2412958	-22.5753254
	-62.2450552	-22.5775445
	-62.2486472	-22.5799815
	-62.250617	-22.5821034
	-62.2509303	-22.5844433
	-62.2487052	-22.5859807
	-62.2441197	-22.5876548
	-62.239974	-22.589945
	-62.2394483	-22.5916864
	-62.2408731	-22.5928335
	-62.2439931	-22.5938022
	-62.2474241	-22.5935764
	-62.2497459	-22.5921223
	-62.2527993	-22.5907176
	-62.2555781	-22.5904977
	-62.2571681	-22.5919004
	-62.2576058	-22.593509
	-62.258492	-22.5960805
	-62.2613115	-22.6020631
	-62.2609339	-22.6040797
	-62.2596679	-22.6053812
	-62.2546511	-22.60322
	-62.2509303	-22.6019403
	-62.2490313	-22.6028654
	-62.2492018	-22.6052131
	-62.2525439	-22.6083684
	-62.2546725	-22.6113139
	-62.2546897	-22.6132571
	-62.2534258	-22.6139979
	-62.2512972	-22.6131303
	-62.2473168	-22.6124271
	-62.2436572	-22.6138316
	-62.2389612	-22.6145723
	-62.2360151	-22.6133561
	-62.2349165	-22.61461
	-62.2386737	-22.6242204
	-62.2377381	-22.62937
	-62.2383357	-22.6344303
	-62.2388947	-22.6395973
	-62.237869	-22.6441759
	-62.2371223	-22.6470811
	-62.2347276	-22.6492376
	-62.2333672	-22.6493525
	-62.2330153	-22.6468929
	-62.2323265	-22.6459147
	-62.231524	-22.6436194
	-62.2303588	-22.640637
	-62.2289233	-22.6383337
	-62.2266638	-22.638405
	-62.2245224	-22.6409063
	-62.2229002	-22.642657
	-62.2221749	-22.6438967
	-62.2213413	-22.6461543
	-62.2196536	-22.6481366
	-62.2169843	-22.648699
	-62.2088111	-22.6492629
	-62.2066546	-22.6498817
	-62.2057695	-22.6504798
	-62.2052298	-22.6511739
	-62.2053102	-22.6518155
	-62.205733	-22.6523234
	-62.2070452	-22.6529977
	-62.2093347	-22.6542195
	-62.2160649	-22.6572086
	-62.2168287	-22.657861
	-62.2175186	-22.6587462
	-62.2177397	-22.6594075
	-62.2176494	-22.6600788
	-62.2171775	-22.660853
	-62.2114772	-22.6639628
	-62.208544	-22.664927
	-62.20722	-22.6650607
	-62.205968	-22.6649835
	-62.2045195	-22.6644073
	-62.2030154	-22.6631272
	-62.2005231	-22.6610471
	-62.1997785	-22.6607392
	-62.1992045	-22.6607015
	-62.1982464	-22.660954
	-62.1974128	-22.6613847
	-62.1971285	-22.6621896
	-62.1971177	-22.6629321
	-62.1973645	-22.6636984
	-62.1980179	-22.6645795
	-62.1996305	-22.6661963
	-62.2017108	-22.6691326
	-62.2023845	-22.6706602
	-62.2026376	-22.6719868
	-62.2025294	-22.6728223
	-62.2020251	-22.673343
	-62.2011046	-22.6741786
	-62.199035	-22.6763723
	-62.1987003	-22.6772296
	-62.1986144	-22.6781096
	-62.1987389	-22.6788768
	-62.1995371	-22.6797361
	-62.201802	-22.6809082
	-62.2035948	-22.6823059
	-62.2044853	-22.6830701
	-62.2047684	-22.6837512
	-62.2048522	-22.6844144
	-62.2046246	-22.6848925
	-62.2040894	-22.6855547
	-62.2030754	-22.6860546
	-62.1958088	-22.6892756
	-62.1955299	-22.689827
	-62.1955213	-22.6903863
	-62.1957669	-22.6908574
	-62.196356	-22.691388
	-62.1972948	-22.6922788
	-62.1986465	-22.6946376
	-62.203289	-22.7009703
	-62.2049348	-22.7024153
	-62.2060839	-22.7034061
	-62.2067115	-22.7041761
	-62.2037606	-22.705463
	-62.2010432	-22.7059876
	-62.1984418	-22.7058897
	-62.198242	-22.7107984
	-62.1944891	-22.716881
	-62.1918789	-22.7186721
	-62.1903092	-22.7197677
	-62.1888275	-22.7197983
	-62.1877621	-22.7190294
	-62.1861324	-22.717265
	-62.1845146	-22.714854
	-62.1827851	-22.7101036
	-62.1822927	-22.7089149
	-62.181886	-22.7081974
	-62.1812014	-22.7078549
	-62.1800974	-22.7079768
	-62.1790354	-22.7085339
	-62.1768466	-22.7088585
	-62.1750099	-22.7093345
	-62.1740517	-22.7098967
	-62.1732031	-22.7105093
	-62.1724897	-22.7113041
	-62.1719199	-22.7135389
	-62.1719983	-22.7148382
	-62.1725262	-22.7160585
	-62.1736302	-22.7169046
	-62.1762372	-22.7182526
	-62.1770902	-22.7190235
	-62.1773349	-22.719738
	-62.1771813	-22.7204733
	-62.1763026	-22.7210997
	-62.1744981	-22.722125
	-62.1736043	-22.7227058
	-62.1727976	-22.7236311
	-62.1692366	-22.7277577
	-62.1598457	-22.736252
	-62.1570624	-22.7380833
	-62.1504329	-22.7430857
	-62.147299	-22.7484215
	-62.1510356	-22.7491996
	-62.1579061	-22.7460871
	-62.1650177	-22.7447532
	-62.1668257	-22.7475322
	-62.16104	-22.7514227
	-62.1570122	-22.7612239
	-62.1500631	-22.7615004
	-62.1358655	-22.7592764
	-62.130424	-22.7598704
	-62.1329552	-22.7646498
	-62.1433213	-22.771763
	-62.1387729	-22.7841689
	-62.1347896	-22.7914471
	-62.1263151	-22.7888345
	-62.123889	-22.7888891
	-62.1088481	-22.8015453
	-62.1037856	-22.8234335
	-62.0835356	-22.8118788
	-62.0805222	-22.8169896
	-62.0807633	-22.8290994
	-62.0770267	-22.8400972
	-62.0713615	-22.8505388
	-62.0682276	-22.850872
	-62.0622008	-22.8387642
	-62.0579313	-22.8397795
	-62.0576095	-22.8444261
	-62.0607205	-22.85362
	-62.0554438	-22.8621152
	-62.0433752	-22.8653586
	-62.0363352	-22.8744708
	-62.033318	-22.8914579
	-62.0358323	-22.9045828
	-62.0336532	-22.9110677
	-62.0286246	-22.9064357
	-62.0222792	-22.9041039
	-62.022174	-22.9078071
	-62.0229256	-22.911994
	-62.0256418	-22.9171604
	-62.0313307	-22.9224385
	-62.0294627	-22.9277414
	-62.0184669	-22.9304893
	-62.0094824	-22.9280193
	-62.0003639	-22.9271548
	-61.9984866	-22.9303658
	-62.0029117	-22.9382696
	-62.0042634	-22.9430017
	-61.9970222	-22.945348
	-61.9927312	-22.95251
	-61.9929994	-22.960042
	-61.9984973	-22.9578195
	-62.0020857	-22.9560958
	-62.007222	-22.9636111
	-62.008611	-22.9697221
	-62.0090895	-22.9772534
	-62.0075478	-22.9870368
	-62.0064084	-22.9951226
	-62.0015133	-22.9965114
	-61.9934389	-22.999136
	-61.9904487	-22.9999765
	-61.9897201	-23.000614
	-61.9893546	-23.0010292
	-61.9890651	-23.0016562
	-61.9890311	-23.002143
	-61.9890588	-23.0032639
	-61.9890679	-23.0038629
	-61.9890137	-23.004469
	-61.9887321	-23.0053941
	-61.9883887	-23.0062085
	-61.9883261	-23.0069143
	-61.988923	-23.0088322
	-61.9867913	-23.0131169
	-61.9849039	-23.0195974
	-61.9796553	-23.0246269
	-61.9698465	-23.0264174
	-61.965556	-23.0255561
	-61.9556131	-23.0251244
	-61.9545215	-23.0292911
	-61.9570593	-23.0339203
	-61.9565325	-23.0411099
	-61.9535919	-23.0469419
	-61.9499224	-23.0484243
	-61.9457654	-23.0453395
	-61.940833	-23.0441671
	-61.938333	-23.0483331
	-61.934444	-23.0519441
	-61.9296644	-23.0566046
	-61.928333	-23.0597221
	-61.9272992	-23.0709213
	-61.921111	-23.0669441
	-61.9139851	-23.0633066
	-61.9066574	-23.068489
	-61.9018393	-23.0700008
	-61.8950382	-23.0751517
	-61.8877204	-23.0791626
	-61.8949231	-23.0812611
	-61.8901156	-23.0840798
	-61.8805942	-23.0868457
	-61.8753447	-23.0887601
	-61.8720018	-23.0875601
	-61.866944	-23.0866671
	-61.859444	-23.0869441
	-61.855278	-23.0900001
	-61.851667	-23.0936111
	-61.848889	-23.0977781
	-61.84986	-23.1045898
	-61.8464095	-23.1082497
	-61.8350503	-23.1171426
	-61.8289178	-23.1213272
	-61.8232837	-23.1273365
	-61.8216	-23.1350519
	-61.8210367	-23.1425906
	-61.8132622	-23.1501333
	-61.8041368	-23.1566841
	-61.7962068	-23.1610276
	-61.7905656	-23.164593
	-61.7837932	-23.1606319
	-61.7799629	-23.1605891
	-61.7788186	-23.1651065
	-61.774847	-23.1634099
	-61.7697224	-23.1582977
	-61.7655599	-23.158105
	-61.7667872	-23.164734
	-61.767094	-23.1686831
	-61.760344	-23.1713628
	-61.753225	-23.172769
	-61.7492208	-23.1762308
	-61.7464428	-23.1805389
	-61.7440292	-23.1852781
	-61.7417208	-23.1904101
	-61.7370887	-23.1996152
	-61.7330712	-23.208674
	-61.7386599	-23.2150677
	-61.7369148	-23.224831
	-61.7361189	-23.234317
